"datatype","label","instanceType","uuid:ID","id","isEnabled","isRequired","name"
"","VSLAT","BiomedicalConceptProperty","6c3e5cdc-9010-43ed-9aa2-166f8831ca36","BiomedicalConceptProperty_97","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","663d3e0c-cecb-4828-befa-3af6ef453484","BiomedicalConceptProperty_98","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","e1aea357-f2b0-415b-8730-d4d7c99d111a","BiomedicalConceptProperty_99","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","3178420a-b635-4204-9032-0051721db3ee","BiomedicalConceptProperty_100","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","a5bfab1d-4a0f-41e9-9f70-cd21953b4f4a","BiomedicalConceptProperty_101","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","aa7aa99d-c589-4963-a2d1-a66fcd9aeeb8","BiomedicalConceptProperty_102","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","d09093ab-ce49-46c9-afb9-e334dc5ccb43","BiomedicalConceptProperty_103","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","45469567-e33f-4958-b3cf-767fed195ae0","BiomedicalConceptProperty_104","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","cd63f1d6-aaf1-4ea8-b606-ac20520407cd","BiomedicalConceptProperty_105","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","57d9ece2-1cf7-4ff5-9cfe-94192a56d2bc","BiomedicalConceptProperty_106","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","cdc6ac53-f995-4da4-87bb-44506864f700","BiomedicalConceptProperty_107","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","726eab39-9f46-419c-ac5e-ee0a4e250e37","BiomedicalConceptProperty_108","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","eea9cbe0-5171-4c67-bff1-a3532ec9e382","BiomedicalConceptProperty_109","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","ef2a0676-4fc7-4bb7-98e6-53cd9f5687bc","BiomedicalConceptProperty_110","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","1e148c20-1201-404f-9083-0b6750520ab4","BiomedicalConceptProperty_111","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","fc49a8f9-94d3-4fe0-a588-e3bdcfd5e7d5","BiomedicalConceptProperty_112","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","29a79b18-3129-4d7e-b7b0-d98971f0f9ed","BiomedicalConceptProperty_113","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","62c7584e-821f-4bc7-88d7-29a7f3ed1ac0","BiomedicalConceptProperty_114","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","2b7eace2-178b-4e1a-b6b1-49102e35c1b6","BiomedicalConceptProperty_115","True","True","VSLAT"
